Time,ax_caro,ay_caro,az_caro,wx_caro,wy_caro,wz_caro,Lat_caro,Lon_caro,Alt_caro,vN_caro,vE_caro,vU_caro,d_izq_caro,d_der_caro
155.4,0.0043244,0.011803611,0.0025156792,-0.0007421549,0.0057748463,0.0012120781,19.42248,-99.17137,2240.3433,15.006509,-0.0026430225,0.014500936,499.8195,499.75192
155.5,-0.0012968474,0.01367858,0.003432244,-0.0034295314,0.0050443728,-0.0005192292,19.422554,-99.171196,2240.3416,15.007049,-6.168902e-05,0.0134701105,499.9268,499.55377
155.6,-0.007033949,0.018582985,0.00350211,-0.002580751,0.00551173,-0.002164001,19.422266,-99.1713,2240.3413,15.006709,0.00092703686,0.012084191,499.83536,499.47647
155.7,0.0007437281,0.01626233,0.0016966136,-0.006133027,0.005104378,0.00016974585,19.42231,-99.17179,2240.3394,15.003785,-0.0006155837,0.011691368,500.02853,499.3785
155.8,-0.006711613,0.017684959,0.003533043,-0.0010108983,0.0044372445,-0.0020839467,19.421982,-99.17134,2240.3425,15.007666,0.0004926296,0.012278705,499.75717,499.5741
155.9,0.0007731036,0.01724545,0.0016115159,-0.0036249987,0.005758358,0.0002043494,19.42242,-99.17169,2240.3408,15.004451,-0.0019371596,0.011420862,499.87393,499.48993
156.0,-0.0030805152,0.015054318,0.002355882,-3.975722e-05,0.005663627,-0.0009521068,19.42221,-99.17135,2240.3435,15.007202,-0.0010015679,0.0128833605,499.75888,499.68723
156.1,0.00035671872,0.01434626,0.0015036045,-0.0008374101,0.0061606737,6.647027e-05,19.422323,-99.17142,2240.3423,15.005714,-0.0020681145,0.012235963,499.79395,499.6824
156.2,-0.0052995333,0.014070961,0.0016613724,-0.0058853677,0.0044290787,-0.0016828103,19.422184,-99.17137,2240.3386,15.005394,0.0015916686,0.010410541,500.0727,499.40402
156.3,0.0033288845,0.011421605,0.0001142025,-0.0035455136,0.00590113,0.00092609477,19.422426,-99.17135,2240.3418,15.005326,-0.001851114,0.012625617,499.96558,499.6108
156.4,-0.0003222224,0.018240288,0.0019935528,-0.0031316679,0.005906947,-0.00015676518,19.422188,-99.17129,2240.341,15.006072,-0.00096693536,0.012537611,499.82666,499.48914
156.5,0.002687905,0.013685609,0.0009916034,-0.0023360092,0.0060858997,0.00080322084,19.422487,-99.17181,2240.3428,15.004716,-0.0023165992,0.013372063,499.87177,499.63123
156.6,-0.0040890635,0.013785428,0.001911873,-0.0051983777,0.0049164062,-0.0013686542,19.421883,-99.17129,2240.3394,15.006665,0.0016788868,0.012952129,500.03305,499.45197
156.7,-0.00048465715,0.017018199,0.00183634,-0.0015896431,0.0053925524,-0.00013018909,19.422113,-99.17166,2240.3435,15.006066,-0.0014844673,0.01288526,499.79663,499.57913
156.8,-0.003662512,0.013594626,0.0034069642,-0.0019843003,0.0037641134,-0.0012071887,19.42203,-99.171234,2240.3418,15.0074,0.00012903582,0.0128061725,499.86536,499.6272
156.9,-0.005565788,0.014256637,0.0016983487,-0.004012688,0.0047312994,-0.0017003308,19.42198,-99.171326,2240.3416,15.007961,0.0016066959,0.012572628,499.99142,499.48218
157.0,-0.00018196738,0.014301936,0.0014940156,-0.00466615,0.0055446513,-0.00010112261,19.422361,-99.17138,2240.3418,15.005718,-0.00032674166,0.013285325,499.97736,499.48148
157.1,0.0017034743,0.0043565845,0.0028765788,-0.002343402,0.004629595,0.000268755,19.422228,-99.17085,2240.341,15.007199,-0.0011030673,0.012495494,500.0451,499.7983
157.2,-0.0011907917,0.012347552,0.0028914474,-0.005759478,0.0046439497,-0.00047965947,19.42198,-99.17116,2240.3398,15.007563,0.0016714172,0.014439042,500.08786,499.46213
157.3,-0.0033093814,0.014032795,0.0023943344,0.00089341984,0.0073536215,-0.0010216264,19.422066,-99.1711,2240.343,15.007911,-0.0006456853,0.01268687,499.7189,499.7595
157.4,-0.0028008884,0.011988166,0.0017388416,-0.0022583145,0.005358672,-0.00094310025,19.421982,-99.171135,2240.3418,15.007273,-2.308641e-05,0.013060433,499.9176,499.63647
157.5,-0.0039947317,0.010795946,0.0021506026,-0.004289188,0.0048297998,-0.001228926,19.422163,-99.17155,2240.341,15.006262,0.001481786,0.013001536,500.08395,499.54977
157.6,-0.0019994997,0.0138030825,0.0007721465,-0.0018755652,0.0056751734,-0.00063460635,19.422087,-99.17118,2240.3423,15.007147,-0.0009173293,0.011300077,499.8539,499.62485
157.7,-0.008279146,0.012714504,0.003192339,0.00063950196,0.005272736,-0.002521251,19.422115,-99.171,2240.3435,15.009138,0.00051248865,0.011844804,499.78485,499.74304
157.8,0.0019978434,0.016582228,0.0008175904,0.002322763,0.0070601767,0.0005950002,19.422323,-99.17155,2240.3442,15.004479,-0.004745414,0.011319625,499.5601,499.81677
157.9,-0.002656602,0.014928202,0.0028081303,-0.0025375944,0.005745854,-0.0008537154,19.421862,-99.17122,2240.3418,15.007232,0.00026672718,0.013396473,499.86963,499.57065
158.0,0.0026507177,0.017156497,0.0024361424,-0.003505111,0.005505327,0.0006883679,19.422258,-99.17133,2240.3413,15.0056095,-0.0017721516,0.013627107,499.8425,499.5108
158.1,-0.0036309895,0.013844668,0.0026087752,0.00019944228,0.006656657,-0.0011150986,19.422194,-99.1714,2240.3442,15.007072,-0.0009997223,0.013011438,499.775,499.71918
158.2,-0.0050348844,0.014922495,0.0035509765,-0.002179467,0.0041865697,-0.0016429501,19.421627,-99.171165,2240.3418,15.007609,0.0009312696,0.012391816,499.8705,499.5646
158.3,0.0013014483,0.012566767,0.001488232,-0.0034313782,0.005397239,0.0003089059,19.42197,-99.17104,2240.3416,15.00809,-0.00010271587,0.014061858,499.95602,499.58066
158.4,-0.0061718957,0.022624277,0.0023375098,-0.0015747102,0.005121097,-0.0018521533,19.421555,-99.1711,2240.3435,15.008093,0.00026268855,0.01281922,499.66745,499.44745
158.5,-0.0048615737,0.011438976,0.0024148356,-0.0033424164,0.005376053,-0.0016009398,19.421852,-99.171135,2240.3408,15.007338,0.0012451131,0.012567476,499.99652,499.5826
158.6,0.0018727867,0.012956745,0.00070057623,-0.0035477814,0.0052707447,0.000479366,19.421955,-99.171326,2240.34,15.005018,-0.0013331145,0.010698344,499.93533,499.57928
158.7,0.0021113895,0.01275904,0.0010912567,0.0018813632,0.0073618153,0.0006047046,19.422085,-99.171646,2240.3433,15.003736,-0.003928784,0.011727023,499.66324,499.86896
158.8,-0.0036834124,0.012342806,0.0040457416,0.0024475486,0.0056963377,-0.0011761773,19.421787,-99.170746,2240.3455,15.00992,-0.000738952,0.013418169,499.68195,499.8535
158.9,0.0060403044,0.0155999875,0.0010183295,-0.004088583,0.0064193318,0.0018302316,19.422167,-99.17191,2240.3423,15.003782,-0.002751861,0.014311307,499.91757,499.52173
159.0,-0.002531038,0.011077388,0.002271181,0.0043711383,0.0068691177,-0.0008431117,19.421904,-99.170944,2240.345,15.008054,-0.0027510223,0.011352717,499.59555,499.98914
159.1,0.0026431668,0.013604331,0.0019757077,-0.01015185,0.0030717636,0.0006076476,19.42175,-99.171326,2240.3376,15.0055895,0.0013343779,0.013558979,500.2648,499.22784
159.2,-0.00044852382,0.015086274,0.0011159936,-0.0043542157,0.0057904255,-0.0001631395,19.42195,-99.171616,2240.3408,15.005195,-0.0004346567,0.012382834,499.96924,499.48422
159.3,-0.0002887454,0.011183455,0.002129687,-0.004898625,0.0038157357,-0.00019557009,19.422064,-99.17131,2240.342,15.006436,0.0001991971,0.013508846,500.05212,499.52557
159.4,-0.0025318044,0.015852235,0.0029673176,-0.0008273118,0.0048348,-0.0008893474,19.421825,-99.17105,2240.3408,15.006522,-0.0011644957,0.01010589,499.75552,499.6472
159.5,0.003718298,0.018759802,0.0019914024,0.0017767778,0.0061438465,0.00092990935,19.421656,-99.17084,2240.3447,15.006661,-0.0043117986,0.01226084,499.52032,499.73343
159.6,-9.604748e-06,0.011260203,0.0018928377,-0.004799864,0.005086758,-8.895643e-05,19.421957,-99.171555,2240.3416,15.005734,0.00014427348,0.013707037,500.05777,499.53342
159.7,-1.2190536e-05,0.01883059,0.0036145998,-4.457914e-05,0.0049744416,-0.00014089237,19.421612,-99.17101,2240.3425,15.007887,-0.0021147742,0.013043719,499.61877,499.64493
159.8,-0.0035130854,0.009614079,0.0005316157,-0.0069153546,0.0046804147,-0.0010481058,19.421724,-99.17124,2240.339,15.007217,0.0029947269,0.012460713,500.21463,499.44104
159.9,-0.0061566853,0.015368893,0.0033556418,0.00011800697,0.005441785,-0.0018800264,19.421625,-99.17124,2240.343,15.008134,7.3435367e-06,0.011319795,499.7624,499.66876
160.0,-0.0026122178,0.012595131,0.0020415653,-0.0046918276,0.0048741987,-0.0008242731,19.421928,-99.17139,2240.3413,15.006428,0.0011490416,0.0136239985,500.04562,499.50504
160.1,-0.0050406298,0.011394686,0.0023758877,-0.0027499443,0.0053180577,-0.0015410144,19.421741,-99.17095,2240.3418,15.009042,0.0019426516,0.013296268,499.98108,499.61243
160.2,-0.0010625337,0.0107553145,0.001500601,-0.0032056214,0.0044353614,-0.0003621956,19.42182,-99.171364,2240.342,15.006575,-0.0004249654,0.011765639,499.99796,499.61526
160.3,-0.001738229,0.011875014,0.003039388,-0.002203724,0.0055167694,-0.00062735437,19.421942,-99.171165,2240.3423,15.00685,-0.00034655374,0.012969612,499.91095,499.64832
160.4,-0.0038002995,0.014934181,0.0038032718,-0.0059385714,0.003826512,-0.0012633203,19.421825,-99.17166,2240.341,15.00584,0.0014238693,0.013871375,500.0634,499.3847
160.5,5.0650087e-06,0.009176745,0.0023685917,-0.0034341945,0.004865856,-0.00013120832,19.421898,-99.17116,2240.341,15.006689,0.000103205806,0.013676119,500.01807,499.6538
160.6,-0.0013409547,0.0124616055,0.0038285088,-0.0015437857,0.004943178,-0.000602103,19.421625,-99.170944,2240.3423,15.007971,-0.00079044566,0.012388687,499.8499,499.66354
160.7,-0.0030371756,0.013446494,0.0027957615,0.0016906061,0.005727551,-0.0010063892,19.42149,-99.17106,2240.3438,15.00807,-0.0013453449,0.012194536,499.67523,499.80826
160.8,-0.006984892,0.015895598,0.0042465487,0.0013943191,0.004553926,-0.0021596542,19.421366,-99.171104,2240.3433,15.00884,0.00019089424,0.012430006,499.67673,499.73965
160.9,-0.0034783324,0.011668469,0.0022079824,-0.0016759785,0.004960764,-0.0011111543,19.421701,-99.17128,2240.343,15.007261,-7.7801626e-05,0.012519711,499.9066,499.66403
161.0,0.0049377587,0.010521914,0.00047716405,-0.0055662976,0.0048292996,0.0014907055,19.421997,-99.17164,2240.3413,15.004943,-0.0009378434,0.013616049,500.09305,499.53812
161.1,0.0029101595,0.012374646,0.0015786691,-0.0057607754,0.004373692,0.0007339646,19.421349,-99.17166,2240.3396,15.005179,-0.0007023449,0.012417722,500.0685,499.4813
161.2,6.578379e-06,0.011515419,0.001861901,-0.0036535019,0.0041778637,-0.00011059475,19.421585,-99.170845,2240.341,15.007223,-0.0004818602,0.011009713,499.98737,499.58023
161.3,-0.0031139823,0.007950156,0.0016674567,-0.0041955756,0.004784163,-0.0010307173,19.421562,-99.1714,2240.3394,15.005409,0.0012085253,0.010418073,500.13052,499.61743
161.4,-0.0043693557,0.011792461,0.0018682452,-0.0043191756,0.003250108,-0.0013498138,19.421392,-99.17114,2240.3413,15.007866,0.0016712109,0.011721107,500.0414,499.52386
161.5,-0.000105178966,0.012041173,0.0015068846,-0.0062153586,0.0025534462,-0.00014076069,19.421331,-99.17146,2240.34,15.005864,0.0008809054,0.011858691,500.08957,499.4512
161.6,-0.00088458956,0.009154907,0.0019006487,-0.0025493864,0.004941861,-0.0003961925,19.421652,-99.17108,2240.3418,15.007065,-0.00044532435,0.012095529,499.98187,499.68326
161.7,-0.0049412395,0.009512081,0.0009823171,-0.0018253161,0.0050564073,-0.0014205141,19.421629,-99.171196,2240.3433,15.007943,0.0011188325,0.012574281,499.98978,499.6903
161.8,-0.0042803176,0.009516693,0.0023276443,-0.00035568373,0.0051339027,-0.0013053572,19.421722,-99.17117,2240.3433,15.0074215,1.3542885e-05,0.012328939,499.89798,499.77682
161.9,-0.0005585786,0.014953936,0.0024404433,-0.0011182504,0.005576915,-0.0001382856,19.421661,-99.17148,2240.3442,15.006849,-0.0010205677,0.013804377,499.80267,499.65222
162.0,0.0020581821,0.012422725,0.0008827392,-0.0022360666,0.0054854667,0.00058417785,19.421684,-99.17128,2240.3425,15.006296,-0.0019947167,0.011117675,499.90225,499.64694
162.1,-0.0009709319,0.01670935,0.0030645104,0.0007731088,0.005647829,-0.00043919584,19.42158,-99.170975,2240.3435,15.007531,-0.002272288,0.0118549755,499.6364,499.71194
162.2,0.0037621264,0.009588155,0.0004890086,-0.007338908,0.0042344676,0.0009754828,19.421494,-99.17102,2240.3386,15.00614,4.6974106e-05,0.0116890175,500.19177,499.44904
162.3,-0.0017992625,0.016388483,0.0020792754,-0.00068359566,0.005440686,-0.00058166997,19.421507,-99.17121,2240.3433,15.006932,-0.0013416455,0.012186759,499.73877,499.6404
162.4,0.0005204669,0.012123841,0.002948273,0.0025618747,0.005706316,3.1275117e-06,19.421406,-99.17069,2240.3442,15.008637,-0.0023919137,0.012789094,499.6439,499.89377
162.5,-0.0039739064,0.013196479,0.0026008086,-0.0016752558,0.004591762,-0.0012922253,19.421461,-99.17137,2240.341,15.005482,-0.00044197723,0.009930954,499.87897,499.64523
162.6,0.00024026675,0.014794017,0.0031270059,0.004812899,0.0066800034,-2.1332686e-05,19.4217,-99.17117,2240.3445,15.006179,-0.0043596174,0.011085049,499.4829,499.9646
162.7,-0.001788043,0.0151945045,0.0019517308,-0.0020747606,0.004928734,-0.0005756533,19.421425,-99.17136,2240.3418,15.005869,-0.00085258874,0.010433587,499.8417,499.59137
162.8,-0.00507963,0.0139269335,0.0015769228,-0.0041731596,0.0043520415,-0.0015780206,19.421154,-99.17155,2240.3406,15.0058775,0.0014144658,0.0107977195,500.00183,499.49023
162.9,0.00096928974,0.012141599,0.0024992563,-0.006002666,0.004972129,0.00017378907,19.421797,-99.17134,2240.3408,15.005369,-6.501029e-05,0.0130657675,500.0871,499.46255
163.0,-0.0048835594,0.017407514,0.0040288195,-0.00055393507,0.0045419987,-0.0015158283,19.421125,-99.17101,2240.3435,15.009008,0.00047808938,0.01346925,499.7333,499.6131
163.1,-0.0017540791,0.01182907,0.00091928896,-0.003464359,0.004990156,-0.0005734373,19.4216,-99.17148,2240.342,15.005305,-0.0003995236,0.011669499,499.98203,499.58728
163.2,-0.0005484233,0.011711123,0.0037552938,-0.00047145505,0.004057822,-0.00031562053,19.421316,-99.17076,2240.3433,15.008605,-0.0010049609,0.012717566,499.8199,499.74
163.3,-0.0058218543,0.017089061,0.0039595915,-0.00047515635,0.0045372183,-0.0018004258,19.421206,-99.17143,2240.344,15.00795,-2.0150008e-05,0.012664742,499.7393,499.61258
163.4,-0.0033112918,0.010272059,0.0019630613,0.0014488464,0.005244868,-0.0011038329,19.42134,-99.17125,2240.3428,15.006378,-0.0017906446,0.009558058,499.7554,499.8546
163.5,-0.0046936395,0.006536129,0.0028949538,-4.8215956e-05,0.0056072343,-0.0015426616,19.421331,-99.17105,2240.342,15.0075035,0.00071685197,0.012756574,499.95514,499.8489
163.6,-0.0021629035,0.009419742,0.0029044477,0.00015508734,0.005240486,-0.00071488303,19.421562,-99.17123,2240.3438,15.007415,-0.00091198465,0.012577274,499.85226,499.81445
163.7,-0.002972048,0.008371486,0.0014564423,-0.0033956852,0.004785224,-0.0010205593,19.420958,-99.170944,2240.3408,15.008439,0.0012066214,0.011773388,500.05133,499.63632
163.8,0.0008871132,0.008768092,0.0017409241,-0.0024558508,0.0046288865,8.779668e-05,19.421265,-99.17088,2240.3428,15.006847,-0.0015779231,0.011281324,499.98087,499.6894
163.9,-0.0039180857,0.013693302,0.0028333068,-0.00016547249,0.006122344,-0.0012695697,19.421467,-99.17149,2240.3438,15.006419,-0.0012468607,0.012550413,499.79773,499.70236
164.0,-0.00052939967,0.014674238,0.0044157384,0.0034905241,0.0062486148,-0.00026511628,19.421274,-99.17093,2240.3455,15.008476,-0.0020306695,0.01416025,499.54755,499.894
164.1,-0.004112236,0.017541565,0.003751033,-0.0011176479,0.0038583037,-0.0013807338,19.42079,-99.170815,2240.3428,15.00837,-8.452083e-05,0.011511062,499.74207,499.56927
164.2,-0.0011614101,0.016389236,0.0016938802,-0.0047241827,0.0042064255,-0.00045986124,19.420969,-99.17102,2240.341,15.007385,0.00050094107,0.012562514,499.93518,499.42868
164.3,-0.007925946,0.0139644435,0.0006529605,-0.0060146707,0.003886899,-0.0022652128,19.421122,-99.171486,2240.3413,15.0070305,0.003848509,0.01087235,500.1273,499.37692
164.4,0.005060987,0.012137829,0.001597248,-0.0067850347,0.004457566,0.001367641,19.421444,-99.17126,2240.3398,15.005442,-0.00043812365,0.013836429,500.11148,499.4461
164.5,-0.005451417,0.011747981,0.0023710756,-0.00012128496,0.0059971716,-0.0016814579,19.421083,-99.171394,2240.3425,15.007107,0.00016870724,0.011561939,499.8356,499.7432
164.6,-0.0048583956,0.011782839,0.002629255,0.00041934894,0.005315895,-0.0015044359,19.421227,-99.1711,2240.3442,15.007887,-0.00014551396,0.012282281,499.801,499.76385
164.7,0.0032399246,0.016035102,0.0012294604,-0.0036903254,0.005498655,0.00087235816,19.421354,-99.17115,2240.3418,15.005487,-0.00199436,0.011996209,499.87393,499.51288
164.8,-0.005671484,0.010401956,0.0032513188,-0.0038951912,0.0040818127,-0.0018104484,19.420994,-99.17105,2240.3406,15.009064,0.0028953801,0.014011628,500.04294,499.57993
164.9,-0.0034586065,0.007738984,0.0031376956,-0.0006636912,0.0039909836,-0.0011153397,19.421057,-99.171165,2240.3428,15.008031,0.00021886759,0.0123054655,499.9417,499.8006
165.0,0.0029157507,0.01142175,0.00030861143,-0.0027122519,0.005366004,0.0007662917,19.421053,-99.171135,2240.341,15.005763,-0.0020270385,0.010281838,499.92816,499.64792
165.1,-0.0016243483,0.012964594,0.0033738436,-0.00055774115,0.0052945353,-0.0006160707,19.421146,-99.171295,2240.3435,15.006942,-0.0010436762,0.013037422,499.8192,499.70584
165.2,0.004999178,0.011676914,0.0013034744,-0.002986715,0.006287652,0.0013390648,19.421091,-99.17106,2240.34,15.005866,-0.0016839022,0.01190951,499.916,499.64737
165.3,-0.0005007326,0.014594431,0.0041017523,0.0053959554,0.005329619,-0.00029409115,19.42072,-99.17069,2240.3462,15.009487,-0.0030076862,0.011614366,499.45306,499.97397
165.4,0.0033513685,0.009210086,0.0018659653,-0.0017642516,0.0051317737,0.00085307023,19.421286,-99.171005,2240.342,15.00713,-0.002242683,0.01105974,499.91522,499.741
165.5,-0.0026245413,0.014036483,0.0020665303,-0.0064694756,0.004223124,-0.00090092287,19.42093,-99.17137,2240.3403,15.00638,0.001987531,0.013275203,500.10165,499.38318
165.6,5.6083936e-05,0.0128473705,0.0024739895,-0.0041863746,0.0051947897,-3.6814323e-05,19.42123,-99.1715,2240.3418,15.005846,4.0188766e-05,0.0136437705,499.99442,499.5444
165.7,-0.0005377871,0.00970935,0.0013606139,-0.005103838,0.0035351599,-0.00026403918,19.421133,-99.171196,2240.3413,15.006124,0.0003378176,0.011406991,500.1043,499.53778
165.8,-0.0016065942,0.0069157807,0.0021425914,-0.005538326,0.0032309555,-0.00063592056,19.420965,-99.17123,2240.3403,15.006925,0.0017299849,0.013155765,500.18896,499.57416
165.9,0.00023679338,0.015026401,0.001766962,-0.0077415057,0.003086784,-4.6311106e-05,19.420902,-99.17152,2240.3403,15.006165,0.0012189137,0.012917268,500.1418,499.29858
166.0,-0.0012422005,0.0135166,0.002325249,-0.005640471,0.0043882364,-0.00050587737,19.421059,-99.17143,2240.341,15.00575,0.00067808817,0.01292264,500.05853,499.43924
166.1,-0.0024267752,0.010253764,0.0019686176,0.00026803766,0.0059221135,-0.0008410199,19.420967,-99.17104,2240.3425,15.0069,-0.0009945864,0.0108926175,499.81143,499.80054
166.2,0.00026607106,0.009951512,0.0014860705,-0.0051156427,0.0044140685,-3.7239675e-05,19.420912,-99.17127,2240.3386,15.005184,0.00049542653,0.009868096,500.09357,499.54807
166.3,-0.00023989202,0.012119739,0.0014023548,-0.0016386395,0.0065816594,-0.00011368123,19.421225,-99.171455,2240.3423,15.004952,-0.0015242242,0.011482672,499.88568,499.68488
166.4,-0.008998266,0.015892781,0.003777585,-0.00063533033,0.0048394687,-0.0027010003,19.42072,-99.17151,2240.3438,15.009061,0.0018556793,0.012821398,499.79813,499.613
166.5,-0.00042836988,0.01503403,0.0024431227,-0.004409604,0.0047441926,-0.00026466258,19.420824,-99.17147,2240.3406,15.00557,-0.00024637068,0.011596403,499.96695,499.47916
166.6,0.0006333779,0.012925169,0.0028563496,-0.00424944,0.005348429,-2.1390457e-05,19.420952,-99.17144,2240.3398,15.005306,-0.00046413334,0.01233725,499.9939,499.53732
166.7,-0.005129151,0.014970436,0.0029411782,-0.007945735,0.0042949654,-0.001608621,19.420961,-99.17152,2240.3398,15.006181,0.0035283319,0.012943906,500.17834,499.2766
166.8,-0.002793912,0.015174585,0.0019599423,0.0013054484,0.0046875067,-0.0008797403,19.420809,-99.17082,2240.345,15.008455,-0.0017795735,0.009944146,499.6649,499.74286
166.9,-0.0025151493,0.015512093,0.0031369422,0.00023836737,0.005138506,-0.0008199049,19.420835,-99.170944,2240.3442,15.008753,-0.00062853406,0.012906729,499.72128,499.693
167.0,0.0017841408,0.013467128,0.00046776608,-0.0054764613,0.004065817,0.0005341878,19.42083,-99.171524,2240.341,15.005603,-0.00039804255,0.010937377,500.05014,499.46097
167.1,-0.0029552267,0.01194138,0.000874768,-0.0027156945,0.005813813,-0.0008828171,19.420748,-99.17135,2240.3423,15.007655,0.000999069,0.012562714,499.96884,499.60944
167.2,-0.003983851,0.01244489,0.0023863288,-0.0036603597,0.0051601175,-0.0012681783,19.420898,-99.17145,2240.341,15.005795,0.0011103005,0.011711645,500.0145,499.55478
167.3,0.0025962968,0.01175177,0.0016285181,-0.0031141222,0.004662973,0.00064746675,19.42095,-99.17106,2240.3413,15.006501,-0.0012241115,0.011894534,499.93555,499.62888
167.4,-0.006816071,0.013108066,0.0031218408,0.00075601623,0.0049554314,-0.0020902802,19.420607,-99.171074,2240.3433,15.009112,0.0005190282,0.011707787,499.7606,499.75565
167.5,-0.0007971096,0.013801414,0.002743192,0.0002441411,0.0060143573,-0.00032028946,19.421015,-99.17106,2240.3433,15.006866,-0.0016475708,0.011580263,499.75012,499.7413
167.6,-0.0018974433,0.010137673,0.0016124407,-0.0040591103,0.004269085,-0.0007727037,19.420622,-99.17102,2240.3389,15.005759,0.0004644558,0.009309939,500.02362,499.59103
167.7,-0.0039684526,0.0091666235,0.0023329817,0.0015243868,0.0063257134,-0.0012666723,19.420805,-99.17092,2240.3438,15.008223,-0.00072739867,0.011124077,499.80884,499.8711
167.8,-0.0011530259,0.016281545,0.0015604049,0.0001850452,0.005651518,-0.00038444216,19.420843,-99.17135,2240.342,15.005254,-0.0024961086,0.008724379,499.70572,499.6946
167.9,-0.0013965634,0.013171519,0.0021440638,-0.0027974767,0.004613132,-0.0004986204,19.420633,-99.17139,2240.3423,15.006696,-0.00014774977,0.011878383,499.92465,499.59033
168.0,0.0007443879,0.0041420413,0.0006806385,-0.0057062623,0.0031108707,4.552053e-05,19.420763,-99.17081,2240.3394,15.007179,0.00040557864,0.010083218,500.22266,499.62628
168.1,-0.002910271,0.012650601,0.0017109914,0.0009181951,0.0064345235,-0.0009145562,19.420725,-99.17101,2240.3438,15.007854,-0.0017099489,0.009841896,499.76553,499.77563
168.2,-0.006513368,0.010942168,0.002457805,-0.006150141,0.002841616,-0.0020560792,19.420425,-99.17111,2240.3403,15.007771,0.0037545678,0.011757989,500.1625,499.43423
168.3,-0.000304686,0.010560575,0.0017010737,0.00052893674,0.0059214896,-0.00017231135,19.42088,-99.17115,2240.3428,15.006221,-0.0022152327,0.009813284,499.7998,499.8193
168.4,-0.002110665,0.010500687,0.0021098964,-0.00074262894,0.00453873,-0.0006986111,19.420723,-99.1711,2240.3433,15.007116,-0.00041460508,0.011552657,499.88025,499.74445
168.5,-0.002376252,0.008525449,0.0025686426,-0.0004220493,0.005173673,-0.0009000526,19.420805,-99.1711,2240.343,15.006453,-0.0011303478,0.011420482,499.88806,499.79666
168.6,-0.0054847007,0.008414439,0.0032677948,-0.0013758547,0.005253046,-0.001810225,19.420536,-99.17092,2240.341,15.007993,0.0020185485,0.012323956,499.96994,499.7456
168.7,-0.0047442685,0.010135169,0.002110512,-0.008793902,0.004464399,-0.0015774131,19.420353,-99.1715,2240.3367,15.005307,0.0045473683,0.01072703,500.3218,499.33655
168.8,-0.0045890217,0.013925313,0.0026973132,0.0020455923,0.0064619826,-0.0014655985,19.420639,-99.17116,2240.3447,15.0073595,-0.001381108,0.011706232,499.67117,499.8062
168.9,0.00090796006,0.0117288,0.0013615033,-0.005942159,0.0045473846,0.00014620295,19.420902,-99.17138,2240.3418,15.005195,-9.730282e-05,0.0125286495,500.11273,499.465
169.0,-0.0070767305,0.011901661,0.0011739591,0.00021732204,0.005474439,-0.0021013506,19.42065,-99.17121,2240.3442,15.007622,0.00013678026,0.010295547,499.8358,499.73758
169.1,-0.002172271,0.010147351,0.0021038419,-0.0005928504,0.004760934,-0.0007402325,19.42044,-99.1713,2240.344,15.007648,-0.00028125808,0.012164171,499.86508,499.75464
169.2,-0.0005564115,0.011523138,0.0002766177,-0.0071931896,0.005160626,-0.00023242888,19.420376,-99.17148,2240.3386,15.005675,0.001982024,0.011397709,500.18536,499.40536
169.3,-0.005356438,0.010690502,0.0032718852,-0.0008232419,0.003696004,-0.0016090439,19.420624,-99.17088,2240.3442,15.009931,0.001199518,0.013129699,499.90338,499.7205
169.4,0.0013066231,0.013552534,0.0021361941,-0.00586055,0.004831101,0.00022800628,19.420555,-99.17128,2240.3396,15.005692,0.00025596656,0.012233057,500.04742,499.44736
169.5,-0.0011685361,0.012836262,0.0021032281,-0.0003367297,0.005211232,-0.00047613546,19.420702,-99.17112,2240.342,15.0057955,-0.0019306957,0.009785683,499.7946,499.73196
169.6,0.0014577771,0.012535947,0.00095065776,-0.00029467838,0.005970735,0.00040711166,19.42076,-99.171425,2240.344,15.005563,-0.0024159253,0.011736282,499.80325,499.7494
169.7,-0.0009271502,0.016034745,0.0021591866,0.0011164409,0.006501618,-0.00030888725,19.420715,-99.171326,2240.3442,15.006094,-0.0023772223,0.01174594,499.65985,499.74338
169.8,0.0019879243,0.0121470755,0.0010987474,-0.0026749608,0.005107008,0.0004899059,19.420652,-99.17105,2240.3413,15.005935,-0.0017108789,0.009737912,499.913,499.63513
169.9,-0.0019813115,0.014501817,0.0023798123,-0.007599807,0.003681627,-0.00064676447,19.420382,-99.17166,2240.3394,15.005912,0.00222156,0.012583985,500.15414,499.33154
170.0,-0.004135947,0.009533214,0.0022837082,-0.0013702253,0.0047159726,-0.0013568485,19.420332,-99.17095,2240.3408,15.007149,0.0005399444,0.009438322,499.94672,499.7221
170.1,-0.0025869007,0.012107837,0.0015668301,-0.0019770686,0.0049297046,-0.000885717,19.42018,-99.17081,2240.3418,15.00825,0.00032630353,0.010802778,499.8925,499.64053
170.2,-0.006143991,0.003890387,0.0017758226,-0.0015707433,0.004537083,-0.0017947066,19.420475,-99.17101,2240.3438,15.009688,0.0025112946,0.012920608,500.10306,499.80356
170.3,4.7214224e-05,0.014369017,0.0017233891,-0.0036968186,0.00524202,7.3866972e-06,19.420631,-99.17149,2240.342,15.005946,-0.00029902178,0.011974019,499.95038,499.53418
170.4,-0.0016636091,0.016102009,0.0026831785,-0.0030188381,0.004629053,-0.0006224607,19.420357,-99.17121,2240.3413,15.006253,-0.00019048045,0.011246446,499.87335,499.5288
