Time,ax_barato,ay_barato,az_barato,wx_barato,wy_barato,wz_barato,Lat_barato,Lon_barato,Alt_barato,vN_barato,vE_barato,vU_barato,d_izq_barato,d_der_barato,ax_caro,ay_caro,az_caro,wx_caro,wy_caro,wz_caro,Lat_caro,Lon_caro,Alt_caro,vN_caro,vE_caro,vU_caro,d_izq_caro,d_der_caro
6.4,0.0006092904259532469,-0.3289355183324954,0.001920884383856452,-0.004070151054549241,-0.00028976419502720833,0.0023985262137994176,47.7351378091101,12.828966152312352,448.9044201143125,14.955724447640963,0.04733024235956245,0.0008829728993892847,498.8248184673474,503.4132630619815,0.0,0.17973255325292714,0.0,0.07455785462901457,0.0,0.0,47.735215543692995,12.829173610045997,448.0174710456977,14.932615329933983,-0.014584745746148271,0.01037309066002983,505.1491721961108,503.9792523951093
6.41,0.0026733017459498725,-0.44308033012704956,0.0026374262464883887,-0.024585092764679333,0.0005715034188537118,0.0018482329351419253,47.73421507710775,12.825036780887002,447.5580928559672,15.021541702238387,0.050437924143804276,0.0009105905694990304,510.1165358913099,502.8114028140282,0.0,-0.2675378002207685,0.0,0.0010956866530518333,0.0,0.0,47.73404275341898,12.825370240936588,447.0844106163579,15.024255449622016,0.005583287308291079,0.03226255428769687,499.47315898480497,502.04357728405597
6.42,0.00032300399076012193,0.11330374752399984,-0.00027983118569693767,0.007784448029121862,-0.0026151766469539334,0.00046186103264702954,47.733333922071985,12.822332588472902,448.9444334115673,14.941341914689318,-0.02149613535948714,0.018865193422958774,506.08176109341116,500.29153110945106,0.0,-0.0265804008937003,0.0,-0.04787053512429797,0.0,0.0,47.733538902319175,12.821790824621308,444.75102310555934,14.86469555208771,-0.01017618912402287,-0.011514820432934489,502.0157531022098,502.46562569802904
6.43,-0.000783126520045026,0.07001218562905333,-0.0018599098458755127,0.08439625086972423,-0.00524862058519882,-0.0031198567000571605,47.73146910615078,12.81840518786465,457.06817191452404,14.964310692718787,-0.021908291285914146,0.045176334421140635,499.35752904396486,501.65365192072653,0.0,-0.08418398715094613,0.0,0.0424281545911292,0.0,0.0,47.73218688534887,12.817989482047487,451.8777317466691,14.967343431262274,-0.008110862603628363,-0.02596813085613993,507.76769251741246,499.25259095782417
6.44,0.004423004078432134,-0.2093081627660081,-0.004376185329721995,0.07435558561260217,-0.0025392698070896176,0.0012394586242886587,47.73003758203152,12.814094447012035,449.36912491803196,14.995560056525784,-0.0036372996669558097,0.02315652065273019,508.16400747000097,500.8128303708641,0.0,-0.059667696882084474,0.0,0.03953924996358681,0.0,0.0,47.730484482682364,12.815309870485036,447.48872533860134,15.01232918559205,-0.0036969218731429327,-0.032597640606466166,509.0680165205487,498.88076700721393
6.45,0.004829935364848981,0.171722059426127,0.0018888054735131125,0.08135462745009059,-0.0003741068578211419,-0.0017301386356470732,47.73009219462437,12.811279080311271,456.73846323428165,15.041682986471487,-0.005190836210404541,-0.05008594722354705,504.31756216402664,494.1947163457105,0.0,-0.04543715767172919,0.0,-0.03939251449736844,0.0,0.0,47.729924950119,12.811032814235803,451.4498807785173,14.950198658596545,-0.026051138540765576,0.015482191662841578,500.1667155775372,496.64893926459496
6.46,0.00035137546022515813,-0.14263422975808834,0.0002889360848509062,0.10084244451331983,-0.0008948518179870668,0.00253882865485783,47.72828064333521,12.80743667202674,448.9831857014853,15.11517824934623,0.001175054126743355,0.015559591482185506,495.9999782963209,505.0143025883415,0.0,-0.11541714056978303,0.0,-0.03882220747931102,0.0,0.0,47.72856153808099,12.807938303337185,448.81291149162075,14.940158485677351,-0.037047184170422284,0.026432300266546322,499.4423713102179,504.25296461588334
6.47,0.004620752365797202,-0.1297071637258535,0.0009253478269960573,-0.03520029144968073,0.0011165836994369166,0.002490310019248738,47.72726036022975,12.804288573183031,444.9949239070593,14.943907728201477,-0.02330884933165985,0.0104365923894514,502.6386664045202,501.67768974558413,0.0,-0.17254579269531128,0.0,-0.0160229105027718,0.0,0.0,47.72731583945176,12.804253447638784,450.9619912360359,14.989619354550886,0.020233031793427766,-0.031072854682794093,499.63255121288876,498.74597506331327
6.48,0.001877848535554654,-0.023336775655655825,-0.004788008578823129,-0.0009839950312138697,-0.0008315362476042717,-0.0012029706471678634,47.72667626777534,12.800899267851968,450.14083036416514,15.051532135773575,-0.013312504694730061,-0.035461038351487076,502.39748529944467,498.95605900870686,0.0,-0.24253119137306028,0.0,0.030883995065823046,0.0,0.0,47.72568947441434,12.800631729642713,451.9195186464739,14.957390588326243,0.010559879699286992,0.0059712700080901205,500.70636539537094,506.17217195156775
6.49,0.0016908281730037371,-0.0912071834146512,0.002597991403117217,0.006653955590638666,-5.1331908059391197e-05,-0.005555155074876845,47.725451113352484,12.798164651459718,449.19925239809476,14.978220003168248,-0.003335139755844307,0.017214072126604044,504.9460546321878,499.42280619914294,0.0,0.18188151363245503,0.0,0.04838115941952554,0.0,0.0,47.72507126795165,12.796771223784134,445.93341459078977,15.035255897674801,0.01156265156500804,0.012605177624134142,497.76685514431534,500.56786431996113
6.5,-0.005191608731666438,-0.13040428750068664,-0.003805829892762518,0.059543224980973364,-0.004002891540895821,-0.0004062167543579299,47.72453788562693,12.793819363040825,459.7297967061402,14.977752099186857,0.04514916686641886,0.027110339740226374,504.69774193633003,505.90827001049223,0.0,-0.2709457721543314,0.0,0.027274737181664892,0.0,0.0,47.724460996631755,12.79405635198728,455.47083639104795,14.945030322937795,-0.008870768453713552,0.00304593581005502,495.2897899367323,501.7849632620627
6.51,-0.0033078140440049833,-0.11217197665259648,-0.003921349343938549,-0.0231422043138783,-0.0013196703475386285,-0.0025876856235169886,47.723855624233686,12.790668681034996,448.65818987675004,15.00098161510196,-0.019332095044301768,0.024906875895496432,499.27694479168355,500.7303286225134,0.0,-0.07131454777128149,0.0,-0.0064488176082715745,0.0,0.0,47.72262614632669,12.790870709534051,451.6226479774634,15.125467440139358,-0.023510752486109347,-0.013280164200325408,497.3314799988346,493.98177399571625
6.52,0.0005961654340088934,-0.07822722456304662,-0.0004058777110661904,-0.04031702852836805,0.0016718000183204035,0.0007744669909331143,47.721527735065926,12.78662729058803,447.6906109186424,14.96554265942237,0.005170684600770092,0.038121852481022206,499.57708849218415,498.4065581174578,0.0,-0.11165140330397066,0.0,-0.01820890424052705,0.0,0.0,47.72184368211915,12.787066943561957,453.64242446923,15.089540052261587,-0.0003148931874834931,0.010715328165373565,499.5496258575462,500.5408806862625
6.53,-0.002350118215712963,0.11751760897123618,0.0011907762432674827,0.05750048053331486,-0.0009303047082707794,2.3200666965044278e-05,47.72035381662296,12.783384441347833,459.7624639560917,14.976116614343569,-0.023592530887340663,-0.002547932467482255,502.5614868142263,492.81446779638645,0.0,-0.2280474428356138,0.0,-0.09244570650677865,0.0,0.0,47.72125125393285,12.783503069823642,460.1561123838537,14.904833494399046,0.026439007867298726,-0.028933093950263437,500.8107029170502,504.38210868465694
6.54,-0.0006606697461800806,0.1025823884547792,0.0008755961751571997,0.05377038492707696,0.0017843397672588051,0.003807166480375103,47.71914299518181,12.779071473449205,448.6482845924907,15.024968237856811,0.041009115796675384,0.026491713389734564,501.9803368190641,491.56496477614456,0.0,-0.2738396919250945,0.0,-0.01772145558221269,0.0,0.0,47.71918844521634,12.780150770481654,453.7437316684914,14.989825325672582,0.02064953823896897,-0.02468065100818747,494.1277719209961,496.6438760702219
6.55,-4.297062276188728e-05,-0.3216551715323677,-0.0007305903114326663,0.0024630782898050936,0.0038386441562753356,0.003510793191360548,47.71816073542974,12.776370029363598,448.4495437554629,15.03648323342248,-0.013849657503909655,-0.0286268537842489,500.0695995501148,507.26028657978236,0.0,0.1299817199679275,0.0,0.07592261379770321,0.0,0.0,47.71799523388652,12.776347428991082,452.80123839012504,15.050198847630504,-0.003485880695564029,0.026260788133516323,494.78722473098753,500.55490958211084
6.56,0.0013338592637365146,-0.14047026476884422,-0.0012573142620451254,-0.0040646896073027565,0.000737472794704918,0.0005150055450726942,47.71786059501413,12.773586412997547,457.5768442815664,14.960141889346568,0.034348057686701926,-0.01781359196052041,501.0050324666014,497.8175687037504,0.0,-0.10353419875830674,0.0,-0.009190360676741102,0.0,0.0,47.7166031764233,12.773021237288402,450.945885587336,14.996953038571306,0.013086652135326265,0.04008887546847481,501.4841118963307,499.0957192766642
6.57,-0.00016827794100924637,-0.3857666401751586,-0.0015833604418658525,-0.00470431588500066,-0.0015894726367618117,-0.0007081069677531376,47.71678413287862,12.769884903543455,454.39458322023813,14.8756151960901,-0.017670625370194603,0.009074716003994024,498.52055713216777,507.05613440151126,0.0,-0.36165161420633857,0.0,0.039679929780799594,0.0,0.0,47.7164295690591,12.769634786571993,455.106126015143,15.126388402106205,-0.0033077904789479517,-0.006463201669721867,502.0480202612045,501.7770160393694
6.58,0.004564319162784777,0.021962909245925186,0.0037843892149748387,0.03825864732723942,-0.001977983777548497,0.00027335847648591135,47.71526206571607,12.765880720743455,457.0455554809067,15.072610141610394,0.004639081155372385,-0.004292410449670042,504.25315985590316,504.053263282985,0.0,0.06351736179309951,0.0,-0.028195665262882554,0.0,0.0,47.71437589963629,12.76615618600631,454.1890890871675,15.046057349872761,-0.0005712771112736813,0.014735517093748025,501.80818428458605,504.33673013222113
6.59,-0.00023080322375553663,0.16025459615444576,0.0017441955840845685,0.04511651502787582,0.0010307130562825402,0.001779485811251618,47.71450171541765,12.76201506656129,447.3087733037745,15.029626852532537,-0.03995874385139571,0.07384763303354878,506.1143812785934,496.8260280867835,0.0,-0.07544614398997454,0.0,0.057328969007259645,0.0,0.0,47.71382671595621,12.76222452797506,456.9149821025499,15.069526332131911,-0.01096009871831878,0.03083289529985048,504.24923462613805,500.76153917722195
6.6,-0.003097479005470383,-0.06874990561442505,0.00012366169801936118,0.011964494858739353,-0.001136818014673989,0.0020007718600864683,47.71247514447237,12.75910829181371,453.8210807390648,14.974382835813639,-0.0038418614674380525,-0.007078456123807298,503.7154989841997,503.10677178945485,0.0,-0.019028780614020253,0.0,0.08729743103685046,0.0,0.0,47.71239784030043,12.758534260534773,454.239658382461,14.984497130116319,0.0030366709140968585,-0.001884704428578686,502.13754880959993,505.3623584493799
6.61,-0.0019331703228986144,-0.20884982115309553,-0.0029529029505974283,0.03614911326496449,-0.0018119991461878673,0.0002999151738987574,47.710481093186196,12.754839471285024,454.4069068324979,14.99031976546516,-0.025383272824110473,0.01187101433103552,498.03699103802194,500.50032774387665,0.0,0.3364903068139673,0.0,0.07149943718659739,0.0,0.0,47.71163662183146,12.75559604503066,456.334458514798,14.973998453539934,0.05481177611539769,-0.00751574002609896,500.95809615376163,503.72898538654334
6.62,0.0018154301292020022,-0.04170128921206938,-0.0007855118165833279,-0.01487572130003038,0.0010595494254700246,-0.003019050006027828,47.7095516054527,12.751672108966297,459.6789394051118,15.027989498534783,0.009577400995244185,-0.016545424246634733,499.9554122431352,503.76848203132647,0.0,-0.04457241830682588,0.0,0.05830298263527808,0.0,0.0,47.710417672705745,12.75199365131057,461.0695069698435,14.9728432633858,-0.024489155632531012,-0.019043688500914625,500.2101787500143,498.613750190419
6.63,-0.007059379964718599,-0.11930551114430807,0.00032065153977163855,0.015715837357031588,-0.00032053813087700724,0.0027365405100438045,47.7078656214582,12.748092294510029,450.79544806242467,14.95614205787655,0.02047845586310621,0.060576501582643064,501.6884193402346,501.62300861889514,0.0,-0.4050799559131621,0.0,-0.00045199206982004386,0.0,0.0,47.70882124345031,12.748307601358142,459.62369294645623,15.015239344980303,-0.04233096894408002,-0.0075890456418644826,500.6889414659817,498.9240801256169
6.64,-0.0026908492225733776,0.2330557659162148,-0.00047349187483933507,0.025100931386938776,0.001448907223833235,-0.0008708665826340909,47.70780346195599,12.744450761869691,462.6058094043867,14.99039729243409,-0.04014780635151963,0.034483905471611884,498.06729361111746,500.79555330588244,0.0,-0.15389042211937198,0.0,-0.025563857598921626,0.0,0.0,47.70850881575683,12.745399001655091,459.289421856654,14.988520054240318,-0.017758578319206176,-0.0038830556241324717,501.12242320882416,501.1741312356262
6.65,0.0003390366590421972,-0.1302479881331495,0.0017363724664357062,-0.017926701434160235,0.0012229517182993596,-0.0010701184192619152,47.70731438502579,12.741888190726712,458.342876164397,14.958657269696682,-0.0036947992713035893,0.009669120953860955,497.7195853364601,505.03610400931603,0.0,-0.10281491442590276,0.0,-0.018171561905912053,0.0,0.0,47.70654274137077,12.741810247514278,455.27048747659995,14.957173713460522,0.010401963516975312,0.004963161992055894,498.50303365227205,498.8340776619915
6.66,-0.005367667022067378,-0.04639235552841074,0.0018301890943448911,0.0697514397326927,0.0018281614838914016,-0.0013051199784250686,47.705190784213684,12.738074845580346,461.9979785736818,14.97580803809326,0.0032112210438768585,-0.016585465483619215,502.5237604340476,502.1091518081048,0.0,-0.11796416473458923,0.0,0.035344931036756844,0.0,0.0,47.7060403203543,12.738776821423437,450.71884748496973,15.018703055914592,0.015618044039981592,0.014945951938949684,503.6109831241216,499.69835750714657
6.67,-0.002336079591474515,-0.061284355104956965,-0.004778285791595232,-0.010671947922279636,-0.00180436167456569,0.003280215521675266,47.70446668344544,12.733873600994405,452.60385630736135,15.042645123073708,0.019259888282464617,-0.02037464783134723,500.1686979026495,501.72149634542353,0.0,0.13705667407961408,0.0,0.027750126620313616,0.0,0.0,47.70467259172234,12.734308757590794,460.4202583228367,14.931940443629387,0.004925190734451613,-0.020444382532388183,508.1423550875676,501.37234593496424
6.68,0.0005552502566340125,0.11747373331773946,0.0007564809808290765,0.0165443513708121,-0.0008168463491438528,0.003099421509983096,47.704017449886074,12.730797419577843,457.9467673235155,14.947614185524113,0.04072523527769807,-0.01788480000541556,505.1560009453182,505.9720207808118,0.0,0.18587661969787933,0.0,-0.02595243833765108,0.0,0.0,47.70347150569845,12.730860245403674,456.3448683414894,15.053159993382524,0.024827338671478565,-0.014634380241996807,498.93882395558285,496.663305767086
6.69,0.004862932516438812,-0.13360590847272263,-0.004367424549563369,0.10627792339900428,0.0009739816160432429,0.0012029710367128161,47.70249311793125,12.72813188582206,460.65166981247535,15.091952825894417,-0.0020489666274728625,0.015991551151350748,501.2740942142804,499.99545980585503,0.0,-0.19834503516745128,0.0,0.0621030763049672,0.0,0.0,47.70225677281118,12.727706802890154,457.114860152773,14.962777884048277,0.006764683780583966,-0.006454378690110773,503.10311338702985,510.7042992553435
6.7,-0.0016915599247008652,0.021837324631810345,-0.005880169201755912,0.034240192571323734,-0.0017898336912091659,0.0008323815231190663,47.70148072963678,12.723847824515463,464.55744907423235,14.972876851996144,-0.010227139088753959,0.027055335233899767,501.7544286838839,505.77641078685554,0.0,-0.23747142588661074,0.0,0.09120941954412569,0.0,0.0,47.70121738616538,12.723938251698373,462.5319590943722,14.958164878464572,0.009051181939179885,0.016598277512303524,494.74592027111163,499.7965128635389
6.71,-0.001234198546174037,-0.19435388088604877,-0.0001894701565570468,-0.00585899380210176,0.0007323501020667809,0.0015625985694121272,47.69957268467894,12.720340158034787,467.8931504340647,14.989766374841524,-0.06460212274443256,-0.0047044383275783325,495.02272178508633,500.7041628846204,0.0,-0.15887523479078572,0.0,0.034309074398980594,0.0,0.0,47.700451064763755,12.720098690076572,459.8556391627538,14.906814954180163,-0.013719081013467221,0.018485008049829676,502.22371026225534,504.11774524307026
6.72,-0.0006971918957835309,0.06050817266812393,0.005779733144612277,-0.028080349231094346,0.00125518051776055,-7.63343552403084e-05,47.69944436434772,12.716993635188897,454.50235306334037,15.016596069270172,0.01966226484420699,0.023559377439425676,501.44974109241303,494.83952736108427,0.0,0.1314864541811318,0.0,0.022486384879276497,0.0,0.0,47.69941153353839,12.71722938430111,459.0853454122008,14.924999143281317,0.0248872030801342,-0.012896593326519717,505.0716361938619,504.2660012650397
6.73,0.001672374906816975,-0.23403470637246282,0.0005687303228208616,0.009858458349619648,-0.001953544292846936,-0.002392592430095435,47.69701000092071,12.714321272269638,455.40840125790373,14.96547114660025,0.016142266119559875,-0.03340635136830129,499.6678181517112,504.19539133147765,0.0,-0.28059484063278706,0.0,-0.041259254614753854,0.0,0.0,47.69795975970377,12.713752887646901,458.86726304494186,14.981066134753524,0.00041260776614398907,-0.00453239199001499,497.8825028657644,506.6704504680566
6.74,0.002585798251331642,0.02507876255247092,-0.0029935096939068154,-0.009199362469385942,-0.0044217956883665244,-0.00305932521096545,47.69646216957635,12.710292608507805,457.30083430936804,14.955771458577056,-0.025859617135690335,-0.0725153982137647,506.6231269766459,498.799713343579,0.0,-0.12001394471834359,0.0,0.005696924119769162,0.0,0.0,47.69666034539483,12.710276742854532,463.7412218330835,15.027100521705428,-0.013914439447896242,-0.011828644021737129,502.9266860906374,503.53405522104487
6.75,-0.00126125579546577,-0.30343557443581926,0.0014207572031477809,0.0068833091694828815,0.0035666541378131843,0.0011499422485627708,47.69608839377516,12.706579230800179,456.60637496870805,14.986863996454476,0.015699079359504466,0.019529096972149437,500.8767277176409,498.8544661970555,0.0,0.19481856773961964,0.0,0.005529952335846295,0.0,0.0,47.69550572054023,12.707137862204027,461.7768150691383,14.931669770063582,-0.01126736973443367,0.009128427750428346,501.23527192402116,505.0256693280322
6.76,0.0016176213592315842,-0.06456772301434771,0.0040046282014436375,-0.011850655022853963,-0.0006475548753489289,-0.00228399298326247,47.69471220139962,12.703739777193766,470.96300239721296,14.944224388740762,0.010440766135170957,0.01669462287992605,493.39934520210574,498.9672754855321,0.0,0.06657333300072164,0.0,0.013164974650131604,0.0,0.0,47.69388257486744,12.703267231949232,453.80191811226905,14.974568884814026,0.023140364544372623,0.014421176266988269,505.2815605762754,499.2254337612326
6.77,-0.001084932133762223,-0.10946695653085993,0.004205912938356662,0.034866249702358604,-0.0026170845672346802,-0.0010964130058350506,47.69397304216401,12.70002301134525,467.3806009151182,14.991943425147022,0.020569477327332514,-0.06432875305983571,494.171247196975,501.95833272165794,0.0,-0.2631283059531983,0.0,0.021245174428293555,0.0,0.0,47.69319314631891,12.700412339989002,461.8945669067991,15.051383507889971,-0.021253544540800366,0.03542974337198502,504.60857022806323,499.0662724513005
6.78,-0.001110661813074712,-0.14326044193844356,-0.0019119777526085476,0.021471334627626723,-0.0013541021915483083,0.0025783473309641813,47.692370103418746,12.695896333961763,464.4927842027406,15.05289053296838,-0.013279926764485837,0.04363705198283935,496.3478111176847,507.20230347993,0.0,-0.40273580579540447,0.0,0.030706389950902267,0.0,0.0,47.69214981334948,12.696620044478939,463.1747613418368,15.028054509073648,-0.004092539948909838,0.029600085257054657,498.83720146404676,503.65488671297334
6.79,-0.005840633931330226,0.11275578809246904,-0.005574594901300375,0.005020797282418854,0.003678341760721771,0.0010534241793563298,47.69084113792489,12.691969218593014,462.56971191267223,14.981075256886754,-0.0005655555470582468,-0.015568253563778256,496.0071347929396,501.8667426151577,0.0,-0.05255143957288936,0.0,-0.026345766466501472,0.0,0.0,47.691523415499894,12.692825232119038,460.8272770796235,14.991224516299061,0.009398558565638872,0.014325540801663766,498.26167968685286,502.87498169095426
6.8,-0.006706207239939665,-0.18583045189005604,0.0003391536642880013,0.04733323969031544,-0.0016389643534943047,-0.0029006506501469205,47.68905739679887,12.688893393962646,465.0405535693019,15.071915317998764,-0.05392239527593105,-0.012522264665878705,500.06264449872737,502.6014841715786,0.0,0.0005808983512389093,0.0,0.10183720303503187,0.0,0.0,47.68959191399425,12.68937605522044,462.5616467081661,15.018717898002855,0.007841834299702144,-0.010377454183363067,505.27353508268254,505.91485755051616
6.81,0.006106997380839823,-0.289022819757649,-0.0013532380074330404,0.12551425000757951,0.002804233901532818,-3.292727906570046e-05,47.68916909058698,12.685801330118972,453.49028060360376,15.056040607209253,-0.023667732808981216,0.0065139032705966915,501.96130007622173,502.3013906951544,0.0,0.01300505676522451,0.0,-0.021049183036803445,0.0,0.0,47.689093567306166,12.685462558690242,464.7814349036882,15.087552218725968,0.02142868630346841,-0.004833668891305927,507.9824295995193,503.1677032836628
6.82,0.0018609061529656218,-0.08924718388670605,-0.0006010076956355381,0.05859363437324491,-0.0020108931181158957,-0.000657929613998487,47.68719354903175,12.68281929624974,456.34610423024617,14.95168764461068,0.016222512125998304,0.02086061962429652,488.89640151763984,505.04549083608805,0.0,-0.3741844014005316,0.0,0.032984003923564764,0.0,0.0,47.687629734948004,12.682510541891688,465.8396393974862,15.11139984644898,-0.031315093108714706,-0.01774359779238667,501.7525583381314,496.19218537888116
6.83,-0.0017542124636529203,0.09424153952196214,0.0019717875500632515,0.043046371231655986,0.0007424287941190735,0.0023445380942227214,47.68636243203236,12.678479378496716,462.9403925349125,14.999882730394377,-0.015228710407895418,-0.0079216421837867,493.9267684681081,504.534506853784,0.0,-0.09698880598219657,0.0,-0.05949966258864971,0.0,0.0,47.68663058227992,12.679084062244787,464.24625635397246,15.002554440597457,0.011571798918249712,-0.018486252546401506,496.6348722313907,503.98174590723715
6.84,-0.0005009233488571219,-0.15144369898415627,0.0009179447660299955,-0.039490665077719894,0.00577993490308855,0.0030774622544689797,47.686348696460385,12.676246660978583,463.0436360823495,15.01577614136024,0.00325897983754844,0.04859398796068432,500.13618272725313,505.27640628682775,0.0,0.007911678597167376,0.0,0.013076258261617173,0.0,0.0,47.68493322567515,12.675485501887707,460.6000031884343,15.086572307713084,0.022812120234737315,-0.04698444154737707,501.8984054650119,501.005178954836
6.85,-0.0004544722762192932,-0.24795956126426155,-0.0022126089174416483,0.004790060865018405,-0.0034483033874029225,0.0006214793019751505,47.68518166156938,12.672262834458444,465.22679863447274,15.01140439127275,-0.013514149974788175,0.0481373350652112,494.6756074337335,507.5746750180334,0.0,-0.020905917648153652,0.0,0.02936341174402264,0.0,0.0,47.68378963955671,12.671653238345833,464.4035460733789,15.048595661334081,-6.730517426949522e-05,-0.0036116612517014756,500.9829380049131,501.49678455136393
6.86,0.0024383347203529846,-0.1963968774607232,0.001898537281583509,0.030172434449665532,0.0002525539571973267,-0.0022967150411484357,47.68259950405845,12.667997963091084,466.95394858926574,15.028269926321714,-0.05540104064418855,0.03895447184054196,500.5219645446349,503.3931893524846,0.0,0.255557867244303,0.0,0.011773414661458419,0.0,0.0,47.68285134866691,12.668855581481486,464.6759113831031,14.965124890804095,0.003423793800518661,0.001212910645325439,503.9449204519063,503.3815999545756
6.87,0.0040481060720367985,0.10845746004178079,0.0008774568619120103,0.0053822484215451695,0.000545979135469833,3.9624846866311525e-05,47.68193780958076,12.66496764899755,465.78212016926625,14.885616299441766,-0.03701214124747153,0.010901032749668908,494.42244540688995,502.3729311553248,0.0,-0.3364784030764501,0.0,-0.057573588238305676,0.0,0.0,47.68186078728387,12.664784166591534,462.37527946520123,14.89374587187183,-0.0031736774762168695,0.011528674468895148,498.1356402407516,503.9350839221123
6.88,-0.0034845016406595446,0.17711162802265623,-0.004052996912768444,0.005038218560192372,0.002914133143701486,-0.0013338575730519621,47.680824511190785,12.660925539520399,463.43381069179776,15.015148200876762,-0.010516686691476217,0.04363327845152962,502.8863680851217,501.7447572967434,0.0,0.1822282589539358,0.0,-0.006964047973140455,0.0,0.0,47.680854767426226,12.661767493188465,463.62000819735954,14.89174754471234,0.01309959030478305,-0.002052819038382888,503.2285968218483,500.53383276423307
6.89,-0.001928834124891105,0.29348494218061993,-0.002696537983075608,0.024816747920375137,-8.498160227829092e-05,0.0008185859905907346,47.67935917802342,12.657448552458922,466.36367870948663,14.973205846475459,0.008245969906853138,-0.03790696238979025,495.7778362673775,503.46782502845855,0.0,-0.010555841181140876,0.0,0.06917066512799344,0.0,0.0,47.67990294842353,12.658235755827327,469.0299930959495,15.021319904325777,-0.0014885380223177453,0.023561252513480065,496.9906855028167,497.88964518935643
6.9,-0.0005339866681795351,-0.20522397770417028,0.00435416958843069,0.012262836252069748,-0.0013301251295585461,-0.0006741476510966217,47.678748497895086,12.65509028367182,458.6919127870463,14.953805237140616,-0.01995287699561172,0.0342526135885424,498.5753681299867,503.9005202358836,0.0,-0.03883246880491836,0.0,0.012511584803794214,0.0,0.0,47.67876664892266,12.654493601346964,461.68636556150733,14.994983029069765,-0.030287244490264546,-0.035878939883286824,498.4928743275192,511.6279511069593
6.91,0.000891296026665077,-0.16468806095480698,-0.001012362535669493,0.06491226991932575,0.001941216400951285,0.0036478365922534657,47.676908275947284,12.65096321349417,459.8121560688252,14.94170099387787,0.01623214208656011,0.0039791631087118355,505.0294920600467,502.20032629330814,0.0,-0.2702903365056912,0.0,0.06246206354132594,0.0,0.0,47.67716084083702,12.650851941988943,465.4796693810766,15.051730983810145,-0.043754301284971424,-0.002093031893683407,492.7593054149913,499.692607406352
6.92,0.002165589393038372,0.15313935019091324,-0.000655709902825481,-0.0005278174544471742,-0.00039882531692859156,0.001261175593917425,47.67613908104926,12.647304960645451,462.2549157635217,15.012887373289356,-0.007502251440525536,0.015044183036293594,503.54312868435807,500.36745394963305,0.0,-0.11123611569960085,0.0,0.0820953170603653,0.0,0.0,47.67569968994797,12.64758087030424,465.24484783124996,15.011575254462622,0.03020907474693187,0.006161720226934484,500.01949357266915,501.8565654872454
6.93,0.0005786029665879627,0.12979169776007277,0.0030441291317548154,0.041284643050199736,0.0014613644473397507,0.00024535263801347707,47.67508837248454,12.644988138092838,465.41788696836454,14.963407214640336,-0.04521128584845505,-0.0013015052503868242,496.62990059104317,503.6950624764648,0.0,-0.1788446908444999,0.0,-0.003315050838893347,0.0,0.0,47.67553649844617,12.643903472789074,465.54233904468225,15.05401208088626,-0.006442795671104189,-0.019613378309313617,504.65265589240397,505.149658898447
6.94,0.0018769779185068812,-0.0041913646782752445,-0.006655161400510481,0.08454333244805766,-0.0027563915974377694,0.002046902583310573,47.67409426742242,12.640420114693786,470.83566192556225,14.965182092530648,-0.019692158763442328,-0.030224673650692573,499.46582103923834,502.67269658396987,0.0,-0.09144450368005505,0.0,0.04410605563539047,0.0,0.0,47.67340330871116,12.640517450412862,468.53066809420045,15.001221333398592,-0.02202114965608796,-0.027993246571519678,497.0775623280879,498.65990313733704
6.95,0.00037795884734141607,-0.08496431497797806,-3.830540468561386e-05,0.04180285030242598,-0.002215503535492308,0.0018694850305165218,47.672003881283075,12.637936359586194,469.28849774504954,15.092163068628702,0.0090202552212432,0.04603389418608207,500.7508260897432,499.52505003640954,0.0,-0.09926551222276789,0.0,0.02806730223899683,0.0,0.0,47.672882441999356,12.637172473840087,471.85532245619464,14.964031037915277,-0.026060184452232914,-1.1806893898419964e-05,502.25955717363723,497.20368392956544
6.96,-0.0005242120675297336,-0.02799385401516149,-0.0009860514730745532,0.040585956323436284,-0.001524763376051568,0.0009690544395830851,47.67179781343699,12.63381035958748,465.18577817790526,15.04733235955181,0.012636322908182531,-0.003167254775229453,499.64003011564785,502.5282056109886,0.0,-0.43826175326823325,0.0,0.004657045531610306,0.0,0.0,47.67191892455038,12.63367939568343,470.9609868961873,15.01615240592734,0.020986559179364896,-0.00947622305391224,504.7716199302866,500.06925174848635
6.97,0.00448344233090036,-0.16121465489996284,0.0011970329007176203,0.012956136617586687,-0.0016046134123212548,-0.0003409673260958224,47.66981888776411,12.629351292582346,464.79966173252933,14.987118276585115,-0.0248001278418465,0.0028147422789179897,502.9885079424893,505.1473746566967,0.0,0.09145385191004664,0.0,0.05453796463970856,0.0,0.0,47.670127079673804,12.630427747796212,464.4772977869451,14.923411247185168,-0.00998460618860324,-0.0167904451720095,504.4386143067809,503.27013001549597
6.98,0.0010165805637762997,-0.1431774937064614,-0.0022588223806583054,-0.0011855769832577502,0.0011242372076764595,0.00041220262146944033,47.66974496451065,12.626525191980301,482.98739312432633,14.919185468489701,-0.0018477781241024215,0.022407711128881343,503.2486207508669,505.9479563071195,0.0,-0.09774407977429989,0.0,0.10488873583004722,0.0,0.0,47.66905711765637,12.626063154921951,470.9998318051946,15.038049963476597,0.00908999254019826,-0.03330039625237856,497.52290325975804,500.2938986827965
